Header_Identifier,Date_Latest,Metadata_Identifier,Metadata_Identifier_Handle_ID,Metadata_Identifier_CMS_ID,Metadata_Identifier_Accession_ID,Metadata_Identifier_File_ID,URL
oai:rosetta.slv.vic.gov.au:IE7240087,2021-09-03T16:45:56Z,IE7240087,10381/56262,2008133,,FL16453578,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16453578
oai:rosetta.slv.vic.gov.au:IE7240090,2021-09-03T16:45:56Z,IE7240090,10381/70848,1818324,,FL16028017,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16028017
oai:rosetta.slv.vic.gov.au:IE7240093,2021-09-03T16:45:57Z,IE7240093,10381/4134639,1950446,,FL18912617,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18912617
oai:rosetta.slv.vic.gov.au:IE7240096,2021-09-03T16:45:57Z,IE7240096,10381/55686,1917789,,FL16515716,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16515716
oai:rosetta.slv.vic.gov.au:IE7240099,2021-09-03T16:45:58Z,IE7240099,10381/4135191,1983857,,FL18910636,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18910636
oai:rosetta.slv.vic.gov.au:IE7240107,2021-09-03T16:45:59Z,IE7240107,10381/4134066,1856842,,FL18912071,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18912071
oai:rosetta.slv.vic.gov.au:IE7240113,2021-09-03T16:46:00Z,IE7240113,10381/4134675,1912517,,FL18911703,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911703
oai:rosetta.slv.vic.gov.au:IE7240116,2021-09-03T16:46:00Z,IE7240116,10381/4134695,1981092,,FL18911492,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911492
oai:rosetta.slv.vic.gov.au:IE7240119,2021-09-04T23:47:11Z,IE7240119,10381/55510,1912664,,FL16513307,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16513307
oai:rosetta.slv.vic.gov.au:IE7240122,2021-09-03T16:46:01Z,IE7240122,10381/4134122,1981945,,FL18911983,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911983
oai:rosetta.slv.vic.gov.au:IE7240141,2021-09-03T16:46:04Z,IE7240141,10381/4135248,1981694,,FL18911216,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911216
oai:rosetta.slv.vic.gov.au:IE7240144,2021-09-04T14:00:24Z,IE7240144,10381/4134494,1983857,,FL18913250,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18913250
oai:rosetta.slv.vic.gov.au:IE7240147,2021-09-03T16:46:05Z,IE7240147,10381/4135009,2007975,,FL18910654,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18910654
oai:rosetta.slv.vic.gov.au:IE7240153,2021-09-03T16:46:06Z,IE7240153,10381/4135207,2007696,,FL18911512,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911512
oai:rosetta.slv.vic.gov.au:IE7240156,2021-09-03T16:46:07Z,IE7240156,10381/4135070,1983414,,FL18911429,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911429
oai:rosetta.slv.vic.gov.au:IE7240159,2021-09-03T16:46:07Z,IE7240159,10381/55799,1951202,,FL16467099,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16467099
oai:rosetta.slv.vic.gov.au:IE7240162,2021-09-04T09:53:30Z,IE7240162,10381/4135046,1981945,,FL18911008,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911008
oai:rosetta.slv.vic.gov.au:IE7240165,2021-09-04T23:53:22Z,IE7240165,10381/56183,1981204,,FL16502458,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16502458
oai:rosetta.slv.vic.gov.au:IE7240168,2021-09-04T09:53:29Z,IE7240168,10381/4135278,1981945,,FL18911887,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911887
oai:rosetta.slv.vic.gov.au:IE7240174,2021-09-04T15:32:32Z,IE7240174,10381/55627,1917808,,FL16467041,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16467041
oai:rosetta.slv.vic.gov.au:IE7240179,2021-09-04T22:31:04Z,IE7240179,10381/4135245,1902496,,FL18911275,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911275
oai:rosetta.slv.vic.gov.au:IE7240182,2021-09-04T19:13:32Z,IE7240182,10381/71176,1825213,,FL16028485,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16028485
oai:rosetta.slv.vic.gov.au:IE7240187,2021-09-04T14:04:52Z,IE7240187,10381/4135038,1981694,,FL18911004,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18911004
oai:rosetta.slv.vic.gov.au:IE7240190,2021-09-03T16:46:12Z,IE7240190,10381/4134647,1915198,,FL18912418,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18912418
oai:rosetta.slv.vic.gov.au:IE7240193,2021-09-03T16:46:13Z,IE7240193,10381/4134560,1981085,,FL18912390,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18912390
oai:rosetta.slv.vic.gov.au:IE7240199,2021-09-04T14:03:59Z,IE7240199,10381/4134690,2007696,,FL18910372,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18910372
oai:rosetta.slv.vic.gov.au:IE72402,2021-09-03T16:46:14Z,IE72402,10381/14284,1732011,,FL15763133,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15763133
oai:rosetta.slv.vic.gov.au:IE7240202,2021-09-03T16:46:15Z,IE7240202,10381/55648,1927271,,FL16514564,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16514564
oai:rosetta.slv.vic.gov.au:IE7385376,2021-09-04T16:39:23Z,IE7385376,10381/238617,2482326,,FL16090418,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16090418
oai:rosetta.slv.vic.gov.au:IE7385396,2021-09-04T16:38:36Z,IE7385396,10381/238692,2478900,,FL16090614,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16090614
oai:rosetta.slv.vic.gov.au:IE73854,2021-09-03T18:22:19Z,IE73854,10381/57162,1758875,,FL16347635,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16347635
oai:rosetta.slv.vic.gov.au:IE7385401,2021-09-03T18:22:20Z,IE7385401,10381/359800,2009373,,FL16377017,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16377017
oai:rosetta.slv.vic.gov.au:IE7385406,2021-09-03T18:22:21Z,IE7385406,10381/238657,2482824,,FL16090663,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16090663
oai:rosetta.slv.vic.gov.au:IE7385411,2021-09-03T18:22:22Z,IE7385411,10381/359176,2009187,,FL16377655,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16377655
oai:rosetta.slv.vic.gov.au:IE7385416,2021-09-03T18:22:22Z,IE7385416,10381/237675,2333435,,FL16090766,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16090766
oai:rosetta.slv.vic.gov.au:IE7385421,2021-09-03T18:22:23Z,IE7385421,10381/238610,2482805,,FL16090894,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16090894
oai:rosetta.slv.vic.gov.au:IE7385426,2021-09-03T18:22:24Z,IE7385426,10381/238741,2480883,,FL16091007,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16091007
oai:rosetta.slv.vic.gov.au:IE7385431,2021-09-03T18:22:25Z,IE7385431,10381/359861,2009401,,FL16378669,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16378669
oai:rosetta.slv.vic.gov.au:IE7385436,2021-09-03T18:22:26Z,IE7385436,10381/359962,2009528,,FL16377765,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16377765
oai:rosetta.slv.vic.gov.au:IE7385441,2021-09-03T18:22:26Z,IE7385441,10381/240204,2478231,,FL16091096,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16091096
oai:rosetta.slv.vic.gov.au:IE7385446,2021-09-03T18:22:27Z,IE7385446,10381/238606,2482319,,FL16091148,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16091148
oai:rosetta.slv.vic.gov.au:IE7385451,2021-09-04T23:30:16Z,IE7385451,10381/359204,2009275,,FL16379437,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16379437
oai:rosetta.slv.vic.gov.au:IE7385456,2021-09-03T18:22:28Z,IE7385456,10381/240248,2468693,,FL16091218,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16091218
oai:rosetta.slv.vic.gov.au:IE7385461,2021-09-03T18:22:29Z,IE7385461,10381/359945,2009494,,FL16378181,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16378181
oai:rosetta.slv.vic.gov.au:IE7385466,2021-09-03T18:22:30Z,IE7385466,10381/240135,2477267,,FL16091248,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16091248
oai:rosetta.slv.vic.gov.au:IE7385476,2021-09-04T15:09:20Z,IE7385476,10381/360000,2009598,,FL16378253,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16378253
oai:rosetta.slv.vic.gov.au:IE20676224,2021-09-02T03:31:03Z,IE20676224,10381/4198859,1696593,H91.244/1446,FL20686609,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20686609
oai:rosetta.slv.vic.gov.au:IE120621,2021-09-01T00:10:45Z,IE120621,10381/4198859,1696593,,FL20686609,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20686609
oai:rosetta.slv.vic.gov.au:IE20676299,2021-09-04T09:17:09Z,IE20676299,10381/4198788,1696681,H91.244/1487,FL20686467,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20686467
oai:rosetta.slv.vic.gov.au:IE7093748,2021-09-03T14:18:56Z,IE7093748,10381/205851,2484133,,FL16116443,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16116443
oai:rosetta.slv.vic.gov.au:IE7098627,2021-09-04T23:17:12Z,IE7098627,10381/129899,1917627,,FL16118603,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16118603
oai:rosetta.slv.vic.gov.au:IE7093733,2021-09-03T14:18:54Z,IE7093733,10381/205849,883469,,FL16116323,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16116323
oai:rosetta.slv.vic.gov.au:IE7048188,2021-09-03T13:07:20Z,IE7048188,10381/152349,1627592,,FL16110365,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16110365
oai:rosetta.slv.vic.gov.au:IE7596398,2021-09-03T20:17:45Z,IE7596398,10381/4130750,1808289,,FL17686386,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686386
oai:rosetta.slv.vic.gov.au:IE7049746,2021-09-04T23:13:48Z,IE7049746,10381/136792,1926958,,FL16094749,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16094749
oai:rosetta.slv.vic.gov.au:IE7049751,2021-09-03T13:10:02Z,IE7049751,10381/128608,1298524,,FL16106901,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16106901
oai:rosetta.slv.vic.gov.au:IE7049756,2021-09-04T23:13:25Z,IE7049756,10381/94227,1625967,,FL16110072,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16110072
oai:rosetta.slv.vic.gov.au:IE7596399,2021-09-03T20:17:46Z,IE7596399,10381/4131285,1801854,,FL17687556,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687556
oai:rosetta.slv.vic.gov.au:IE7596419,2021-09-03T20:17:47Z,IE7596419,10381/148390,1808028,,FL16230277,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16230277
oai:rosetta.slv.vic.gov.au:IE7596426,2021-09-03T20:17:47Z,IE7596426,10381/4128874,1806848,,FL17686642,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686642
oai:rosetta.slv.vic.gov.au:IE7596433,2021-09-03T20:17:48Z,IE7596433,10381/4130016,1804449,,FL17684496,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684496
oai:rosetta.slv.vic.gov.au:IE7596438,2021-09-04T11:19:53Z,IE7596438,10381/4131017,1806877,,FL17684879,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684879
oai:rosetta.slv.vic.gov.au:IE7596447,2021-09-03T20:17:49Z,IE7596447,10381/4128694,1807787,,FL17687346,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687346
oai:rosetta.slv.vic.gov.au:IE7596452,2021-09-03T20:17:49Z,IE7596452,10381/148386,1808154,,FL16210152,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16210152
oai:rosetta.slv.vic.gov.au:IE7596463,2021-09-03T20:17:50Z,IE7596463,10381/4128936,1806337,,FL17687458,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687458
oai:rosetta.slv.vic.gov.au:IE7596468,2021-09-04T19:47:30Z,IE7596468,10381/4128897,1800355,,FL17687490,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687490
oai:rosetta.slv.vic.gov.au:IE7596487,2021-09-04T19:47:40Z,IE7596487,10381/4129904,1800245,,FL17685631,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685631
oai:rosetta.slv.vic.gov.au:IE7596496,2021-09-03T20:17:53Z,IE7596496,10381/4129925,1808298,,FL17684648,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684648
oai:rosetta.slv.vic.gov.au:IE7596499,2021-09-03T20:17:53Z,IE7596499,10381/4130559,1809761,,FL17684544,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17684544
oai:rosetta.slv.vic.gov.au:IE7596508,2021-09-03T20:17:54Z,IE7596508,10381/148133,1807095,,FL16236335,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16236335
oai:rosetta.slv.vic.gov.au:IE7596513,2021-09-03T20:17:54Z,IE7596513,10381/4128840,1807130,,FL17685533,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685533
oai:rosetta.slv.vic.gov.au:IE7596522,2021-09-04T19:49:04Z,IE7596522,10381/4130574,1801562,,FL17686822,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686822
oai:rosetta.slv.vic.gov.au:IE7596529,2021-09-03T20:17:56Z,IE7596529,10381/4130583,1806646,,FL17687164,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687164
oai:rosetta.slv.vic.gov.au:IE7596536,2021-09-03T20:17:56Z,IE7596536,10381/4129990,1809809,,FL17686748,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686748
oai:rosetta.slv.vic.gov.au:IE7596543,2021-09-03T20:17:57Z,IE7596543,10381/4128782,1809761,,FL17686892,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686892
oai:rosetta.slv.vic.gov.au:IE7596552,2021-09-04T19:22:44Z,IE7596552,10381/146419,1806348,,FL16271143,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16271143
oai:rosetta.slv.vic.gov.au:IE7596581,2021-09-03T20:18:00Z,IE7596581,10381/4128949,1800651,,FL17685192,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17685192
oai:rosetta.slv.vic.gov.au:IE7597199,2021-09-03T20:19:00Z,IE7597199,10381/4131264,1806847,,FL17686334,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17686334
oai:rosetta.slv.vic.gov.au:IE7597213,2021-09-03T20:19:01Z,IE7597213,10381/4131049,1805213,,FL17687468,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17687468
oai:rosetta.slv.vic.gov.au:IE7035762,2021-09-03T12:43:07Z,IE7035762,10381/294046,2973180,,FL16080991,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16080991
oai:rosetta.slv.vic.gov.au:IE7037019,2021-09-04T12:19:25Z,IE7037019,10381/103125,1612356,,FL16081303,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16081303
oai:rosetta.slv.vic.gov.au:IE7044187,2021-09-03T12:59:34Z,IE7044187,10381/103553,2088760,,FL16110575,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16110575
oai:rosetta.slv.vic.gov.au:IE7081037,2021-09-03T13:58:35Z,IE7081037,10381/4142547,1637182,,FL18902928,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18902928
oai:rosetta.slv.vic.gov.au:IE708101,2021-09-03T13:58:32Z,IE708101,10381/75323,1761980,,FL16005149,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16005149
oai:rosetta.slv.vic.gov.au:IE708104,2021-09-03T13:58:35Z,IE708104,10381/416003,1746533,H99.202/3544,FL15548911,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15548911
oai:rosetta.slv.vic.gov.au:IE7081049,2021-09-03T13:58:36Z,IE7081049,10381/4141939,1637182,,FL18906276,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18906276
oai:rosetta.slv.vic.gov.au:IE7081052,2021-09-04T18:10:21Z,IE7081052,10381/4142852,1637182,,FL18906226,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18906226
oai:rosetta.slv.vic.gov.au:IE7081055,2021-09-03T13:58:37Z,IE7081055,10381/373050,1637182,,FL16300291,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16300291
oai:rosetta.slv.vic.gov.au:IE7081067,2021-09-03T13:58:38Z,IE7081067,10381/372082,1637182,,FL16300556,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16300556
oai:rosetta.slv.vic.gov.au:IE708107,2021-09-03T13:58:39Z,IE708107,10381/284455,1793408,,FL16500996,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16500996
oai:rosetta.slv.vic.gov.au:IE7081073,2021-09-03T13:58:40Z,IE7081073,10381/371073,1637182,,FL17251573,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17251573
oai:rosetta.slv.vic.gov.au:IE7081079,2021-09-03T13:58:40Z,IE7081079,10381/4142995,1637182,,FL18906390,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18906390
oai:rosetta.slv.vic.gov.au:IE7081086,2021-09-04T15:10:21Z,IE7081086,10381/372953,1637182,,FL16517115,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16517115
oai:rosetta.slv.vic.gov.au:IE7081090,2021-09-03T13:58:41Z,IE7081090,10381/369416,1637182,,FL16515976,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16515976
oai:rosetta.slv.vic.gov.au:IE7081093,2021-09-03T13:58:42Z,IE7081093,10381/371479,1637182,,FL16518755,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16518755
oai:rosetta.slv.vic.gov.au:IE708110,2021-09-03T13:58:42Z,IE708110,10381/48391,1872323,,FL16229678,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16229678
oai:rosetta.slv.vic.gov.au:IE7081100,2021-09-03T13:58:43Z,IE7081100,10381/369427,1637182,,FL16514053,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16514053
oai:rosetta.slv.vic.gov.au:IE7081103,2021-09-03T13:58:43Z,IE7081103,10381/371248,1637182,,FL16458145,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16458145
oai:rosetta.slv.vic.gov.au:IE7081108,2021-09-04T09:32:26Z,IE7081108,10381/4142496,1637182,,FL18906344,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL18906344
oai:rosetta.slv.vic.gov.au:IE7081118,2021-09-03T13:58:45Z,IE7081118,10381/372594,1637182,,FL16005185,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16005185
oai:rosetta.slv.vic.gov.au:IE7081121,2021-09-03T13:58:45Z,IE7081121,10381/369844,1637182,,FL17251614,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17251614
oai:rosetta.slv.vic.gov.au:IE708113,2021-09-03T13:58:46Z,IE708113,10381/170038,1687899,,FL15609111,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15609111
oai:rosetta.slv.vic.gov.au:IE7081131,2021-09-04T14:50:58Z,IE7081131,10381/367059,1637182,,FL16005437,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16005437
oai:rosetta.slv.vic.gov.au:IE7081134,2021-09-03T13:58:48Z,IE7081134,10381/371489,1637182,,FL17253906,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL17253906
oai:rosetta.slv.vic.gov.au:IE7081139,2021-09-03T13:58:48Z,IE7081139,10381/372861,1637182,,FL16518616,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16518616
oai:rosetta.slv.vic.gov.au:IE7081144,2021-09-03T13:58:49Z,IE7081144,10381/367715,1637182,,FL16300699,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16300699
oai:rosetta.slv.vic.gov.au:IE7081147,2021-09-03T13:58:49Z,IE7081147,10381/367827,1637182,,FL16507506,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16507506
oai:rosetta.slv.vic.gov.au:IE7093798,2021-09-04T19:10:17Z,IE7093798,10381/152629,889251,,FL16118957,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16118957
